,eng,fre
3360,They're nice.,Están bien.
3361,They're nice.,Son bonitos.
3362,They're rich.,Son ricas.
3363,They're ugly.,Son feos.
3364,They're weak.,Son débiles.
3365,They've gone.,Ellos han ido.
3366,They've gone.,Ellas han ido.
3367,They've gone.,Se han ido.
3368,They've gone.,Se han marchado.
3369,They've left.,Se han ido.
3370,They've left.,Han salido.
3371,Things break.,Las cosas se rompen.
3372,This is easy.,Esto es sencillo.
3373,This is fine.,Esto está perfecto.
3374,This is food.,Esto es comida.
3375,This is gold.,Esto es oro.
3376,This is good.,Esto es bueno.
3377,This is good.,Esto está bien.
3378,This is hers.,Esto es suyo.
3379,This is hers.,Esto es de ella.
3380,This is life!,¡Esto es vida!
3381,This is love.,Esto es amor.
3382,This is mine.,Esto es mío.
3383,This is mine.,Éste es el mío.
3384,This is nice.,Esto está bueno.
3385,This is nice.,Esto está bien.
3386,This is nice.,Esto es estupendo.
3387,This is nuts.,Esto es una locura.
3388,This is ours.,Esto es nuestro.
3389,This is ugly.,Esto es feo.
3390,This'll help.,Esto ayudará.
3391,This'll work.,Esto funcionará.
3392,Tom answered.,Tom respondió.
3393,Tom approves.,Tom aprueba.
3394,Tom bit Mary.,Tom mordió a Mary.
3395,Tom bores me.,Tom me aburre.
3396,Tom can cook.,Tom puede cocinar.
3397,Tom can help.,Tom puede ayudar.
3398,Tom can swim.,Tom puede nadar.
3399,Tom canceled.,Tom canceló.
3400,Tom canceled.,Tom fue el que hizo la cancelación.
3401,Tom enlisted.,Tom se enroló.
3402,Tom felt sad.,Tom se sintió triste.
3403,Tom finished.,Tom terminó.
3404,Tom flinched.,Tom se encogió.
3405,Tom got lost.,Tom se perdió.
3406,Tom got shot.,A Tom le dispararon.
3407,Tom got sick.,Tom se enfermó.
3408,Tom has guts.,Tom tiene agallas.
3409,Tom hates me.,Tom me odia.
3410,Tom helps us.,Tom nos ayuda.
3411,Tom hit Mary.,Tom golpeó a Mary.
3412,Tom insisted.,Tom insistió.
3413,Tom is a cop.,Tom es poli.
3414,Tom is a vet.,Tom es un veterano.
3415,Tom is a vet.,Tom es veterinario.
3416,Tom is brave.,Tom es valiente.
3417,Tom is cruel.,Tom es cruel.
3418,Tom is dying.,Tom está muriendo.
3419,Tom is gross.,Tom es asqueroso.
3420,Tom is happy.,Tom es feliz.
3421,Tom is loyal.,Tom es fiel.
3422,Tom is lying.,Tom está mintiendo.
3423,Tom is my ex.,Tom es mi ex.
3424,Tom is naked.,Tom está desnudo.
3425,Tom is naked.,Tom anda en canicas.
3426,Tom is naked.,Tom anda bichi.
3427,Tom is naked.,Tom anda jiruta.
3428,Tom is naked.,Tom anda encuerado.
3429,Tom is naked.,Tom anda encueroles.
3430,Tom is nasty.,Tom es repugnante.
3431,Tom is picky.,Tomás es mañoso.
3432,Tom is quiet.,Tomás es tranquilo.
3433,Tom is ready.,Tom está listo.
3434,Tom is right.,Tom tiene razón.
3435,Tom is short.,Tom es bajo.
3436,Tom is timid.,Tom es tímido.
3437,Tom is upset.,Tom está disgustado.
3438,Tom is witty.,Tomás tiene chispa.
3439,Tom is wrong.,Tom está equivocado.
3440,Tom liked it.,A Tom le gustó.
3441,Tom likes it.,A Tom le gusta.
3442,Tom likes me.,Le gusto a Tom.
3443,Tom likes me.,Tom me quiere.
3444,Tom listened.,Tom escuchó.
3445,Tom loves me.,Tom me ama.
3446,Tom met Mary.,Tom conoció a Mary.
3447,Tom needs me.,Tomás me necesita.
3448,Tom needs us.,Tom nos necesita.
3449,Tom panicked.,Fue Tom el que entró en pánico.
3450,Tom panicked.,Tom entró en pánico.
3451,Tom promised.,Tom prometió.
3452,Tom promised.,Tom lo prometió.
3453,Tom ran away.,Tom huyó.
3454,Tom relented.,Tom cedió.
3455,Tom relented.,Tom se aplacó.
3456,Tom relented.,Tom se apiadó.
3457,Tom resigned.,Tomás renunció.
3458,Tom saw Mary.,Tom vio a Mary.
3459,Tom screamed.,Tom gritó.
3460,Tom shot her.,Tomás le disparó.
3461,Tom shot him.,Tom le disparó.
3462,Tom shrugged.,Tom se encogió de hombros.
3463,Tom stutters.,Tom tartamudea.
3464,Tom stutters.,Tom balbucea.
3465,Tom survived.,Tom sobrevivió.
3466,Tom vanished.,Tomás desapareció.
3467,Tom was bald.,Tom estaba calvo.
3468,Tom was hurt.,Tom fue herido.
3469,Tom was lost.,Tom estaba perdido.
3470,Tom was mean.,Tom fue ruin.
3471,Tom was pale.,Tom estaba pálido.
3472,Tom was sick.,Tom estaba enfermo.
3473,Tom will cry.,Tom va a llorar.
3474,Tom'll speak.,Tom hablará.
3475,Tom'll speak.,Tom va a hablar.
3476,Tom's coming.,Tomás está viniendo.
3477,Tom's crying.,Tomás está llorando.
3478,Tom's groggy.,Tom está grogui.
3479,Tom's joking.,Tomás está bromeando.
3480,Tom's stoned.,Tom está drogado.
3481,Tom's strong.,Tom es fuerte.
3482,"Tom, wake up.","Tom, despierta."
3483,Trust in God.,Confiá en Dios.
3484,Try the cake.,Prueba la tarta.
3485,Try these on.,Pruébate estos.
3486,Try this one.,Probá este.
3487,Try to focus.,Intenta centrarte.
3488,Unbelievable!,¡Eso es increíble!
3489,Wait and see.,Espera y mira.
3490,Wait and see.,Esperad y mirad.
3491,Wait and see.,Espere y mire.
3492,Wait for Tom.,Espera a Tom.
3493,Wait for Tom.,Espera por Tom.
3494,Wait outside.,Espera fuera.
3495,Wake them up.,Despertalos.
3496,"Wake up, Tom.","Despiértate, Tom."
3497,Walk with me.,Camina conmigo.
3498,Want a drink?,¿Quieres una bebida?
3499,Wash the car.,Lava el auto.
3500,We apologize.,Pedimos disculpas.
3501,We are happy.,Somos felices.
3502,We are young.,Somos jóvenes.
3503,We can do it.,Podemos hacerlo.
3504,We can't sue.,No podemos demandar.
3505,We can't win.,No podemos ganar.
3506,We got ready.,Nos preparamos.
3507,We got ready.,Estábamos listos.
3508,We had lunch.,Almorzamos.
3509,We have some.,Tenemos algo.
3510,We have some.,Tenemos algunos.
3511,We have some.,Tenemos unos cuantos.
3512,We have time.,Tenemos tiempo.
3513,We have wine.,Tenemos vino.
3514,We knew that.,Lo sabíamos.
3515,We knew that.,Sabíamos eso.
3516,We knew that.,Lo conocíamos.
3517,We knew this.,Lo sabíamos.
3518,We knew this.,Sabíamos esto.
3519,We knew this.,Lo conocíamos.
3520,We know that.,Lo sabemos.
3521,We know that.,Sabemos eso.
3522,We know this.,Lo sabemos.
3523,We know this.,Conocemos esto.
3524,We live here.,Vivimos aquí.
3525,We live here.,Éste es nuestro hogar.
3526,We love them.,Los amamos.
3527,We love this.,Nos encanta esto.
3528,We love this.,Esto nos encanta.
3529,We loved Tom.,Queríamos a Tom.
3530,We met today.,Nos vimos hoy.
3531,We met today.,Nos encontramos hoy.
3532,We must help.,Tenemos que echar una mano.
3533,We must help.,Tenemos que ayudar.
3534,We need help.,Necesitamos ayuda.
3535,We need more.,Necesitamos más.
3536,We need this.,Lo necesitamos.
3537,We overslept.,Nos quedamos dormidos.
3538,We overslept.,Dormimos demasiado.
3539,We sat there.,Nos sentamos allí.
3540,We sat there.,Nos sentábamos allí.
3541,We sat there.,Nos sentamos ahí.
3542,We should go.,Deberíamos irnos.
3543,We succeeded!,¡Lo conseguimos!
3544,We succeeded!,¡Lo logramos!
3545,We surrender.,Nos rendimos.
3546,We were hurt.,Estábamos heridos.
3547,We were hurt.,Estábamos lastimados.
3548,We'll go out.,Saldremos.
3549,We're adults.,Somos adultos.
3550,We're afraid.,Estamos asustados.
3551,We're better.,Estamos mejor.
3552,We're better.,Somos mejores.
3553,We're closed.,Estamos cerrados.
3554,We're coming.,Vamos a ir.
3555,We're goners.,Estamos desahuciados.
3556,We're hiding.,Nosotros estamos escondidos.
3557,We're hungry.,Estamos hambrientos.
3558,We're joking.,Estamos bromeando.
3559,We're losing.,Estamos perdiendo.
3560,We're moving.,Nos estamos mudando.
3561,We're moving.,Nos mudamos.
3562,We're moving.,Nos vamos a mudar.
3563,We're moving.,Nos cambiamos.
3564,We're pooped.,Estamos reventados.
3565,We're pooped.,Estamos hechos polvo.
3566,We're sleepy.,Tenemos sueño.
3567,We're trying.,Lo intentamos.
3568,We're trying.,Lo estamos intentando.
3569,We've got it.,Lo hemos consegido.
3570,We've got it.,Lo tenemos.
3571,We've got it.,Lo hemos conseguido.
3572,Welcome back.,Bienvenido de vuelta.
3573,Welcome back.,Bienvenido de nuevo.
3574,Welcome home.,Bienvenido a casa.
3575,Welcome home.,Bienvenida a casa.
3576,What a feast!,¡Qué festín!
3577,What a night!,¡Qué noche!
3578,What a phony!,¡Qué farsante!
3579,What a shame!,¡Qué lástima!
3580,What a shame!,¡Qué vergüenza!
3581,What a shock!,¡Qué susto!
3582,What a waste!,¡Qué desperdicio!
3583,What a woman!,¡Qué mujer!
3584,What an idea!,¡Qué idea!
3585,What bit you?,¿Qué te picó?
3586,What is that?,¿Qué es esto?
3587,What is that?,¿Qué es aquello?
3588,What is this?,¿Qué es esto?
3589,What's on TV?,¿Qué hay en la televisión?
3590,What's wrong?,¿Qué anda mal?
3591,Where is she?,¿Dónde está ella?
3592,Who are they?,¿Quiénes son ellos?
3593,Who are they?,¿Quiénes son?
3594,Who built it?,¿Quién lo construyó?
3595,Who canceled?,¿Quién canceló?
3596,Who canceled?,¿Quién fue el que hizo la cancelación?
3597,Who has come?,¿Quién ha venido?
3598,Who is there?,¿Quién está ahí?
3599,Who listened?,¿Quién escuchó?
3600,Who paid you?,¿Quién te pagó?
3601,Who panicked?,¿Quién entró en pánico?
3602,Who pays you?,¿Quién te paga?
3603,Who resigned?,¿Quién renunció?
3604,Who sent you?,¿Quién te envió?
3605,Who told Tom?,¿Quién le contó a Tom?
3606,Who vanished?,¿Quién desapareció?
3607,Who wants it?,¿Quién lo quiere?
3608,Who was that?,¿Quién era ese?
3609,Who will pay?,¿Quién va a pagar?
3610,Who'll start?,¿Quién empieza?
3611,Who'll start?,¿Quién parte?
3612,Who's coming?,¿Quién viene?
3613,Who's hungry?,¿Quién tiene hambre?
3614,Who's paying?,¿Quién va a pagar?
3615,Why not both?,¿Por qué no ambos?
3616,Why not both?,¿Por qué no ambas?
3617,Why thank me?,¿Por qué me lo agradeces?
3618,Why thank me?,¿Por qué me das a mí las gracias?
3619,Will Tom die?,¿Va a morir Tom?
3620,Will he live?,¿Acaso vivirá?
3621,Won't you go?,¿No vas a ir?
3622,Write in ink.,Escribe con tinta.
3623,Write in ink.,Escriba con tinta.
3624,Write in ink.,Escriban con tinta.
3625,Write in ink.,Escribid con tinta.
3626,Write to Tom.,Escribe a Tom.
3627,Years passed.,Pasaron los años.
3628,You amuse me.,Tú me diviertes.
3629,You are good.,Eres bueno.
3630,You are good.,Estás bien.
3631,You are late.,Estás retrasado.
3632,You are lazy!,¡Eres un vago!
3633,You are rich.,Eres rico.
3634,You are rich.,Eres rica.
3635,You are rude.,Eres un maleducado.
3636,You can come.,Puedes venir.
3637,You can help.,Puedes ayudar.
3638,You can rest.,Podés descansar.
3639,You can stay.,Puedes quedarte.
3640,You can't go.,No podés ir.
3641,You go first.,Tú primero.
3642,You go first.,Usted primero.
3643,You go first.,Tú primera.
3644,You go first.,Vos primero.
3645,You go first.,Ustedes primero.
3646,You go first.,Vosotros primero.
3647,You go first.,Vosotras primero.
3648,You go first.,Vaya usted primero.
3649,You hurt him.,Lo heriste.
3650,You know her.,Tú la conoces.
3651,You know her.,Usted la conoce.
3652,You know him.,Le conoces.
3653,You know how.,Vos sabés cómo.
3654,You look fat.,Te ves gordo.
3655,You look hot.,Te ves acalorado.
3656,You look hot.,Pareces acalorado.
3657,You look hot.,Pareces acalorada.
3658,You may look.,Puedes mirar.
3659,You may look.,Pueden mirar.
3660,You may look.,Podéis mirar.
3661,You may swim.,Puedes nadar.
3662,You must eat.,Tenés que comer.
3663,You must try.,Tenés que intentar.
3664,You promised.,Prometiste.
3665,You promised.,Tú prometiste.
3666,You promised.,Vos prometiste.
3667,You promised.,Prometió.
3668,You promised.,Usted prometió.
3669,You promised.,Prometisteis.
3670,You promised.,Vosotros prometisteis.
3671,You promised.,Prometieron.
3672,You promised.,Ustedes prometieron.
3673,You promised.,Lo prometiste.
3674,You promised.,Lo prometió.
3675,You promised.,Lo prometisteis.
3676,You promised.,Lo prometieron.
3677,You scare me.,Me asustas.
3678,You scare me.,Me das miedo.
3679,You survived.,Sobreviviste.
3680,You survived.,Tú sobreviviste.
3681,You survived.,Sobrevivió.
3682,You survived.,Vos sobreviviste.
3683,You survived.,Usted sobrevivió.
3684,You survived.,Sobrevivisteis.
3685,You survived.,Vosotros sobrevivisteis.
3686,You survived.,Sobrevivieron.
3687,You survived.,Ustedes sobrevivieron.
3688,You will see.,Ya verás.
3689,You'll be OK.,Estarás bien.
3690,You're a pig.,Sos un cerdo.
3691,You're crazy.,Estás loco.
3692,You're crazy.,Estás loca.
3693,You're cruel.,Es cruel.
3694,You're cruel.,Eres cruel.
3695,You're cruel.,Es usted cruel.
3696,You're drunk.,Estás borracha.
3697,You're drunk.,Estás borracho.
3698,You're fired.,Está despedido.
3699,You're fired.,Está despedida.
3700,You're fired.,Estáis despedidos.
3701,You're fired.,Estáis despedidas.
3702,You're fired.,Estás despedida.
3703,You're fired.,Están despedidos.
3704,You're fired.,Están despedidas.
3705,You're first.,Tú eres el primero.
3706,You're first.,Tú vas el primero.
3707,You're first.,Te toca primero.
3708,You're first.,Tú vas primero.
3709,You're funny.,Eres gracioso.
3710,You're great.,Eres genial.
3711,You're great.,Eres estupendo.
3712,You're gross!,Estás gordo.
3713,You're gross.,Tú estás obeso.
3714,You're lying.,Estás mintiendo.
3715,You're lying.,Ustedes están mintiendo.
3716,You're naive.,Sos ingenuo.
3717,You're naive.,Eres ingenuo.
3718,You're right.,Tienes razón.
3719,You're sharp.,Eres espabilado.
3720,You're sharp.,Sois listas.
3721,You're small.,Eres pequeño.
3722,You're small.,Sois pequeños.
3723,You're small.,Sois pequeñas.
3724,You're smart.,Eres inteligente.
3725,You're smart.,Sos inteligente.
3726,You're smart.,Son inteligentes.
3727,You're smart.,Sos listo.
3728,You're smart.,Eres listo.
3729,You're smart.,Son listos.
3730,You're smart.,Sos lista.
3731,You're smart.,Eres lista.
3732,You're sweet.,Eres muy dulce.
3733,You're tired.,Estás cansado.
3734,You're tired.,Estás cansada.
3735,You're tough.,Eres duro.
3736,You're witty.,Eres ingenioso.
3737,You're witty.,Eres ocurrente.
3738,You're wrong.,Estás equivocado.
3739,You've tried.,Lo has intentado.
3740,A car hit Tom.,Un auto atropelló a Tomás.
3741,Am I approved?,¿Yo aprobé?
3742,Am I approved?,¿Estoy aprobado?
3743,Am I dreaming?,¿Estoy soñando?
3744,Am I included?,¿Yo estoy incluido?
3745,Am I mistaken?,¿Estoy equivocada?
3746,Am I safe now?,¿Estoy yo a salvo ahora?
3747,Are they busy?,¿Están ocupados?
3748,Are they cops?,¿Son polis?
3749,Are they gone?,¿Se han ido?
3750,Are they gone?,¿Se han marchado?
3751,Are they here?,¿Están aquí?
3752,Are they here?,¿Están ellos aquí?
3753,Are they here?,¿Están ellas aquí?
3754,Are they tall?,¿Son altos?
3755,Are they tall?,¿Son altas?
3756,Are you a cop?,¿Eres «poli»?
3757,Are you a cop?,¿Eres de la pasma?
3758,Are you alone?,¿Estás sola?
3759,Are you angry?,¿Estás enojada?
3760,Are you awake?,¿Estás despierta?
3761,Are you blind?,¿Es usted ciego?
3762,Are you blind?,¿Está usted ciego?
3763,Are you bored?,¿Estás aburrido?
3764,Are you bored?,¿Te aburres?
3765,Are you bored?,¿Te estás aburriendo?
3766,Are you crazy?,¿Te has vuelto loco?
3767,Are you crazy?,¿Estás loco?
3768,Are you drunk?,¿Estás borracho?
3769,Are you drunk?,¿Estás ebrio?
3770,Are you drunk?,¿Estás embriagado?
3771,Are you funny?,¿Eres gracioso?
3772,Are you going?,¿Vas a ir?
3773,Are you going?,¿Va a ir usted?
3774,Are you happy?,¿Estás contento?
3775,Are you happy?,¿Eres feliz?
3776,Are you happy?,¿Sos feliz?
3777,Are you happy?,¿Contento?
3778,Are you happy?,¿Es usted feliz?
3779,Are you ready?,¿Estás lista?
3780,Are you ready?,¿Están listos?
3781,Are you there?,¿Estás?
3782,Are you tired?,¿Estás cansado?
3783,Are you tired?,¿Estás cansada?
3784,Are you upset?,¿Está usted molesto?
3785,Ask an expert.,Pregunta a un experto.
3786,Be a good boy.,Pórtate bien.
3787,Be reasonable.,Sea razonable.
3788,Be reasonable.,Sé razonable.
3789,Be respectful.,Sé respetuoso.
3790,Be respectful.,Sed respetuosos.
3791,Be supportive.,Apóyame.
3792,Be supportive.,Apóyanos.
3793,Beat the eggs.,Bate los huevos.
3794,Beware of dog.,Cuidado con el perro.
3795,Boys run fast.,Los niños corren rápido.
3796,Break it down.,Rómpelo.
3797,Break it down.,Estropéalo.
3798,Break it down.,Rompedlo.
3799,Break it down.,Descomponlo.
3800,Break it down.,Desglósalo.
3801,Break it down.,Tíralo abajo.
3802,Break it down.,Derrúmbalo.
3803,Break it down.,Échalo abajo.
3804,Break it down.,Derríbalo.
3805,Bring it here.,Tráelo aquí.
3806,Bring the key.,Trae la llave.
3807,Burn the body.,Quemen el cuerpo.
3808,Burn the body.,Quema el cuerpo.
3809,Burn the body.,Quemá el cuerpo.
3810,Burn the body.,Queme el cuerpo.
3811,Burn the body.,Quemad el cuerpo.
3812,Cain was evil.,Caín era malvado.
3813,Call a doctor.,Llamá a un médico.
3814,Call a doctor.,Llame a un doctor.
3815,Call for help.,Pide ayuda.
3816,Call for help.,Pida ayuda.
3817,Call for help.,Pidan ayuda.
3818,Call for help.,Pedid ayuda.
3819,Call me later.,¡Llámame después!
3820,Call me later.,Llámame más tarde.
3821,Call security!,¡Llama a seguridad!
3822,Call security!,¡Llamen a seguridad!
3823,Call security!,¡Llamad a seguridad!
3824,Call the cops.,Llama a la Policía.
3825,Can I come in?,¿Puedo entrar?
3826,Can I do that?,¿Puedo yo hacer eso?
3827,Can I go next?,¿Puedo ser el siguiente?
3828,"Can I go, too?",¿Puedo ir yo también?
3829,Can I have it?,¿Puedo tenerlo?
3830,Can I hug you?,¿Puedo abrazarte?
3831,Can I join in?,¿Puedo participar?
3832,Can I keep it?,¿Puedo quedármelo?
3833,Can I stop by?,¿Puedo visitar?
3834,Can I take it?,¿Puedo tomarlo?
3835,Can this wait?,¿Puede esperar esto?
3836,Can this wait?,¿Esto puede esperar?
3837,Can you drive?,¿Tú puedes conducir?
3838,Can you sleep?,¿Puedes dormir?
3839,"Check, please.","La cuenta, por favor."
3840,Close the box.,Cierra la caja.
3841,Come and look.,Venid y observad.
3842,Come and look.,Venid y mirad.
3843,Come out here.,Ven aquí fuera.
3844,Come out here.,Sal aquí.
3845,Come right in.,Entra.
3846,Come right in.,Ven adentro.
3847,Come right in.,Entra aquí.
3848,Come right in.,Pasa adentro.
3849,Come this way.,Ven por aquí.
3850,Come tomorrow.,Venga mañana.
3851,Cook the rice.,Cuece el arroz.
3852,Cook the rice.,Cocina el arroz.
3853,Dad's working.,Papá está trabajando.
3854,Dance with me.,Baila conmigo.
3855,Did I do that?,¿Yo hice eso?
3856,Did Tom faint?,¿Se desfalleció Tom?
3857,Did you do it?,¿Lo hicieron ustedes?
3858,Did you speak?,¿Hablaste?
3859,Do I know Tom?,¿Conozco yo a Tom?
3860,Do I know him?,¿Le conozco?
3861,Do I know you?,¿Le conozco?
3862,Do I know you?,¿Te conozco?
3863,Do I know you?,¿Os conozco?
3864,Do I look fat?,¿Me veo gorda?
3865,Do I look old?,¿Me veo viejo?
3866,Do I need one?,¿Necesito uno?
3867,Do cats dream?,¿Los gatos sueñan?
3868,Do come again.,Espero que vuelvas.
3869,Do come again.,Serás bienvenido.
3870,Do fish sleep?,¿Los peces duermen?
3871,Do it quickly.,Hazlo rápidamente.
3872,Do it quickly.,Hágalo rápido.
3873,Do it with me.,Hazlo conmigo.
3874,Do the dishes.,Lava los platos.
3875,Do what I say.,Haz lo que yo digo.
3876,Do you follow?,¿Me sigues?
3877,Do you see it?,¿Lo ves?
